Data,Hora,Planta,Sensor,Umidade_Solo (%),Temperatura_Ar (°C),Umidade_Ar (%)
2024-12-11,21:30:00,Rúcula,2,54.5,20.84,76.84
2024-12-11,21:30:00,Cebolinha,3,61.72,20.84,76.84
2024-12-11,21:30:00,Couve,4,56.1,20.84,76.84
2024-12-11,22:00:00,Alface Roxa,1,50.33,22.64,72.22
2024-12-11,22:00:00,Rúcula,2,54.16,22.64,72.22
2024-12-11,22:00:00,Cebolinha,3,61.27,22.64,72.22
2024-12-11,22:00:00,Couve,4,55.48,22.64,72.22
2024-12-11,22:30:00,Alface Roxa,1,50.0,21.97,80.42
2024-12-11,22:30:00,Rúcula,2,53.78,21.97,80.42
2024-12-11,22:30:00,Cebolinha,3,60.57,21.97,80.42
2024-12-11,22:30:00,Couve,4,55.33,21.97,80.42
2024-12-11,23:00:00,Alface Roxa,1,49.4,20.76,80.91
2024-12-11,23:00:00,Rúcula,2,53.49,20.76,80.91
2024-12-11,23:00:00,Cebolinha,3,60.2,20.76,80.91
2024-12-11,23:00:00,Couve,4,54.79,20.76,80.91
2024-12-11,23:30:00,Alface Roxa,1,48.78,21.78,81.04
2024-12-11,23:30:00,Rúcula,2,52.69,21.78,81.04
2024-12-11,23:30:00,Cebolinha,3,59.52,21.78,81.04
2024-12-11,23:30:00,Couve,4,54.07,21.78,81.04
2024-12-12,00:00:00,Alface Roxa,1,48.31,20.48,79.64
2024-12-12,00:00:00,Rúcula,2,52.46,20.48,79.64
2024-12-12,00:00:00,Cebolinha,3,59.12,20.48,79.64
2024-12-12,00:00:00,Couve,4,53.32,20.48,79.64
2024-12-12,00:30:00,Alface Roxa,1,47.73,22.46,76.19
2024-12-12,00:30:00,Rúcula,2,51.86,22.46,76.19
2024-12-12,00:30:00,Cebolinha,3,58.64,22.46,76.19
2024-12-12,00:30:00,Couve,4,52.69,22.46,76.19
2024-12-12,01:00:00,Alface Roxa,1,47.24,22.58,74.71
2024-12-12,01:00:00,Rúcula,2,51.09,22.58,74.71
2024-12-12,01:00:00,Cebolinha,3,58.33,22.58,74.71
2024-12-12,01:00:00,Couve,4,52.02,22.58,74.71
2024-12-12,01:30:00,Alface Roxa,1,46.82,22.66,89.9
2024-12-12,01:30:00,Rúcula,2,50.75,22.66,89.9
2024-12-12,01:30:00,Cebolinha,3,57.52,22.66,89.9
2024-12-12,01:30:00,Couve,4,51.35,22.66,89.9
2024-12-12,02:00:00,Alface Roxa,1,46.17,20.47,70.64
2024-12-12,02:00:00,Rúcula,2,50.38,20.47,70.64
2024-12-12,02:00:00,Cebolinha,3,57.32,20.47,70.64
2024-12-12,02:00:00,Couve,4,50.49,20.47,70.64
2024-12-12,02:30:00,Alface Roxa,1,45.2,21.29,81.02
2024-12-12,02:30:00,Rúcula,2,49.42,21.29,81.02
2024-12-12,02:30:00,Cebolinha,3,57.02,21.29,81.02
2024-12-12,02:30:00,Couve,4,49.97,21.29,81.02
2024-12-12,03:00:00,Alface Roxa,1,44.35,21.14,79.48
2024-12-12,03:00:00,Rúcula,2,48.81,21.14,79.48
2024-12-12,03:00:00,Cebolinha,3,56.37,21.14,79.48
2024-12-12,03:00:00,Couve,4,49.67,21.14,79.48
2024-12-12,03:30:00,Alface Roxa,1,43.73,22.61,78.43
2024-12-12,03:30:00,Rúcula,2,47.86,22.61,78.43
2024-12-12,03:30:00,Cebolinha,3,55.92,22.61,78.43
2024-12-12,03:30:00,Couve,4,49.05,22.61,78.43
2024-12-12,04:00:00,Alface Roxa,1,42.85,20.34,71.62
2024-12-12,04:00:00,Rúcula,2,47.25,20.34,71.62
2024-12-12,04:00:00,Cebolinha,3,55.45,20.34,71.62
2024-12-12,04:00:00,Couve,4,48.27,20.34,71.62
2024-12-12,04:30:00,Alface Roxa,1,42.43,22.32,88.85
2024-12-12,04:30:00,Rúcula,2,46.65,22.32,88.85
2024-12-12,04:30:00,Cebolinha,3,55.08,22.32,88.85
2024-12-12,04:30:00,Couve,4,47.98,22.32,88.85
2024-12-12,05:00:00,Alface Roxa,1,41.69,20.25,88.78
2024-12-12,05:00:00,Rúcula,2,45.57,20.25,88.78
2024-12-12,05:00:00,Cebolinha,3,54.08,20.25,88.78
2024-12-12,05:00:00,Couve,4,47.05,20.25,88.78
2024-12-12,05:30:00,Alface Roxa,1,41.37,21.06,76.72
2024-12-12,05:30:00,Rúcula,2,44.87,21.06,76.72
2024-12-12,05:30:00,Cebolinha,3,53.52,21.06,76.72
2024-12-12,05:30:00,Couve,4,46.12,21.06,76.72
2024-12-12,06:00:00,Alface Roxa,1,40.53,24.45,77.05
2024-12-12,06:00:00,Rúcula,2,43.8,24.45,77.05
2024-12-12,06:00:00,Cebolinha,3,52.77,24.45,77.05
2024-12-12,06:00:00,Couve,4,45.71,24.45,77.05
2024-12-12,06:30:00,Alface Roxa,1,40.14,23.62,73.36
2024-12-12,06:30:00,Rúcula,2,43.01,23.62,73.36
2024-12-12,06:30:00,Cebolinha,3,52.52,23.62,73.36
2024-12-12,06:30:00,Couve,4,45.38,23.62,73.36
2024-12-12,07:00:00,Alface Roxa,1,74.23,23.16,68.22
2024-12-12,07:00:00,Rúcula,2,76.01,23.16,68.22
2024-12-12,07:00:00,Cebolinha,3,78.37,23.16,68.22
2024-12-12,07:00:00,Couve,4,72.35,23.16,68.22
2024-12-12,07:30:00,Alface Roxa,1,74.13,23.55,78.12
2024-12-12,07:30:00,Rúcula,2,75.96,23.55,78.12
2024-12-12,07:30:00,Cebolinha,3,78.29,23.55,78.12
2024-12-12,07:30:00,Couve,4,72.25,23.55,78.12
2024-12-12,08:00:00,Alface Roxa,1,73.97,24.47,69.22
2024-12-12,08:00:00,Rúcula,2,75.77,24.47,69.22
2024-12-12,08:00:00,Cebolinha,3,78.16,24.47,69.22
2024-12-12,08:00:00,Couve,4,72.15,24.47,69.22
2024-12-12,08:30:00,Alface Roxa,1,73.8,24.42,68.82
2024-12-12,08:30:00,Rúcula,2,75.59,24.42,68.82
2024-12-12,08:30:00,Cebolinha,3,77.91,24.42,68.82
2024-12-12,08:30:00,Couve,4,71.85,24.42,68.82
2024-12-12,09:00:00,Alface Roxa,1,73.41,24.18,61.51
2024-12-12,09:00:00,Rúcula,2,75.35,24.18,61.51
2024-12-12,09:00:00,Cebolinha,3,77.7,24.18,61.51
2024-12-12,09:00:00,Couve,4,71.6,24.18,61.51
2024-12-12,09:30:00,Alface Roxa,1,73.1,23.77,77.49
2024-12-12,09:30:00,Rúcula,2,75.04,23.77,77.49
2024-12-12,09:30:00,Cebolinha,3,77.26,23.77,77.49
2024-12-12,09:30:00,Couve,4,71.17,23.77,77.49
2024-12-12,10:00:00,Alface Roxa,1,72.62,24.41,75.69
2024-12-12,10:00:00,Rúcula,2,74.64,24.41,75.69
2024-12-12,10:00:00,Cebolinha,3,76.83,24.41,75.69
2024-12-12,10:00:00,Couve,4,70.77,24.41,75.69
2024-12-12,10:30:00,Alface Roxa,1,72.16,24.9,62.32
2024-12-12,10:30:00,Rúcula,2,74.04,24.9,62.32
2024-12-12,10:30:00,Cebolinha,3,76.31,24.9,62.32
2024-12-12,10:30:00,Couve,4,70.19,24.9,62.32
2024-12-12,11:00:00,Alface Roxa,1,71.65,23.52,75.25
2024-12-12,11:00:00,Rúcula,2,73.58,23.52,75.25
2024-12-12,11:00:00,Cebolinha,3,75.72,23.52,75.25
2024-12-12,11:00:00,Couve,4,69.44,23.52,75.25
2024-12-12,11:30:00,Alface Roxa,1,70.84,23.0,68.01
2024-12-12,11:30:00,Rúcula,2,72.94,23.0,68.01
2024-12-12,11:30:00,Cebolinha,3,75.0,23.0,68.01
2024-12-12,11:30:00,Couve,4,68.9,23.0,68.01
2024-12-12,12:00:00,Alface Roxa,1,69.39,25.22,48.68
2024-12-12,12:00:00,Rúcula,2,71.78,25.22,48.68
2024-12-12,12:00:00,Cebolinha,3,73.93,25.22,48.68
2024-12-12,12:00:00,Couve,4,67.48,25.22,48.68
2024-12-12,12:30:00,Alface Roxa,1,67.87,25.82,42.97
2024-12-12,12:30:00,Rúcula,2,70.13,25.82,42.97
2024-12-12,12:30:00,Cebolinha,3,72.76,25.82,42.97
2024-12-12,12:30:00,Couve,4,65.36,25.82,42.97
2024-12-12,13:00:00,Alface Roxa,1,65.74,26.79,43.36
2024-12-12,13:00:00,Rúcula,2,67.87,26.79,43.36
2024-12-12,13:00:00,Cebolinha,3,70.69,26.79,43.36
2024-12-12,13:00:00,Couve,4,63.03,26.79,43.36
2024-12-12,13:30:00,Alface Roxa,1,63.2,26.02,56.89
2024-12-12,13:30:00,Rúcula,2,65.44,26.02,56.89
2024-12-12,13:30:00,Cebolinha,3,68.51,26.02,56.89
2024-12-12,13:30:00,Couve,4,61.22,26.02,56.89
2024-12-12,14:00:00,Alface Roxa,1,61.96,23.15,41.48
2024-12-12,14:00:00,Rúcula,2,64.55,23.15,41.48
2024-12-12,14:00:00,Cebolinha,3,67.15,23.15,41.48
2024-12-12,14:00:00,Couve,4,60.18,23.15,41.48
2024-12-12,14:30:00,Alface Roxa,1,60.24,26.48,47.23
2024-12-12,14:30:00,Rúcula,2,62.01,26.48,47.23
2024-12-12,14:30:00,Cebolinha,3,64.75,26.48,47.23
2024-12-12,14:30:00,Couve,4,57.75,26.48,47.23
2024-12-12,15:00:00,Alface Roxa,1,58.56,25.5,48.42
2024-12-12,15:00:00,Rúcula,2,60.26,25.5,48.42
2024-12-12,15:00:00,Cebolinha,3,62.26,25.5,48.42
2024-12-12,15:00:00,Couve,4,55.13,25.5,48.42
2024-12-12,15:30:00,Alface Roxa,1,56.1,25.76,50.1
2024-12-12,15:30:00,Rúcula,2,58.23,25.76,50.1
2024-12-12,15:30:00,Cebolinha,3,59.7,25.76,50.1
2024-12-12,15:30:00,Couve,4,53.36,25.76,50.1
2024-12-12,16:00:00,Alface Roxa,1,53.43,25.37,52.0
2024-12-12,16:00:00,Rúcula,2,54.72,25.37,52.0
2024-12-12,16:00:00,Cebolinha,3,57.3,25.37,52.0
2024-12-12,16:00:00,Couve,4,50.13,25.37,52.0
2024-12-12,16:30:00,Alface Roxa,1,51.6,23.1,49.71
2024-12-12,16:30:00,Rúcula,2,53.68,23.1,49.71
2024-12-12,16:30:00,Cebolinha,3,56.3,23.1,49.71
2024-12-12,16:30:00,Couve,4,48.81,23.1,49.71
2024-12-12,17:00:00,Alface Roxa,1,49.05,25.8,45.41
2024-12-12,17:00:00,Rúcula,2,49.84,25.8,45.41
2024-12-12,17:00:00,Cebolinha,3,53.63,25.8,45.41
2024-12-12,17:00:00,Couve,4,46.3,25.8,45.41
2024-12-12,17:30:00,Alface Roxa,1,47.73,23.16,57.37
2024-12-12,17:30:00,Rúcula,2,48.51,23.16,57.37
2024-12-12,17:30:00,Cebolinha,3,51.66,23.16,57.37
2024-12-12,17:30:00,Couve,4,45.05,23.16,57.37
2024-12-12,18:00:00,Alface Roxa,1,47.51,21.39,75.93
2024-12-12,18:00:00,Rúcula,2,48.19,21.39,75.93
2024-12-12,18:00:00,Cebolinha,3,51.27,21.39,75.93
2024-12-12,18:00:00,Couve,4,44.76,21.39,75.93
2024-12-12,18:30:00,Alface Roxa,1,47.33,20.2,76.26
2024-12-12,18:30:00,Rúcula,2,48.06,20.2,76.26
2024-12-12,18:30:00,Cebolinha,3,50.73,20.2,76.26
2024-12-12,18:30:00,Couve,4,44.45,20.2,76.26
2024-12-12,19:00:00,Alface Roxa,1,47.02,20.86,79.66
2024-12-12,19:00:00,Rúcula,2,47.93,20.86,79.66
2024-12-12,19:00:00,Cebolinha,3,50.46,20.86,79.66
2024-12-12,19:00:00,Couve,4,44.21,20.86,79.66
2024-12-12,19:30:00,Alface Roxa,1,46.55,20.22,79.46
2024-12-12,19:30:00,Rúcula,2,47.33,20.22,79.46
2024-12-12,19:30:00,Cebolinha,3,50.09,20.22,79.46
2024-12-12,19:30:00,Couve,4,43.76,20.22,79.46
2024-12-12,20:00:00,Alface Roxa,1,45.94,20.58,81.29
2024-12-12,20:00:00,Rúcula,2,47.16,20.58,81.29
2024-12-12,20:00:00,Cebolinha,3,49.68,20.58,81.29
2024-12-12,20:00:00,Couve,4,43.54,20.58,81.29
2024-12-12,20:30:00,Alface Roxa,1,45.46,21.68,82.77
2024-12-12,20:30:00,Rúcula,2,46.49,21.68,82.77
2024-12-12,20:30:00,Cebolinha,3,49.36,21.68,82.77
2024-12-12,20:30:00,Couve,4,42.99,21.68,82.77
2024-12-12,21:00:00,Alface Roxa,1,45.21,21.53,75.91
2024-12-12,21:00:00,Rúcula,2,46.25,21.53,75.91
2024-12-12,21:00:00,Cebolinha,3,48.74,21.53,75.91
2024-12-12,21:00:00,Couve,4,42.68,21.53,75.91
2024-12-12,21:30:00,Alface Roxa,1,44.54,20.8,70.3
2024-12-12,21:30:00,Rúcula,2,45.78,20.8,70.3
2024-12-12,21:30:00,Cebolinha,3,48.58,20.8,70.3
2024-12-12,21:30:00,Couve,4,42.28,20.8,70.3
2024-12-12,22:00:00,Alface Roxa,1,44.25,22.3,77.11
2024-12-12,22:00:00,Rúcula,2,45.18,22.3,77.11
2024-12-12,22:00:00,Cebolinha,3,48.37,22.3,77.11
2024-12-12,22:00:00,Couve,4,41.66,22.3,77.11
2024-12-12,22:30:00,Alface Roxa,1,43.96,21.57,83.74
2024-12-12,22:30:00,Rúcula,2,44.64,21.57,83.74
2024-12-12,22:30:00,Cebolinha,3,47.76,21.57,83.74
2024-12-12,22:30:00,Couve,4,41.39,21.57,83.74
2024-12-12,23:00:00,Alface Roxa,1,43.38,20.26,85.56
2024-12-12,23:00:00,Rúcula,2,44.43,20.26,85.56
2024-12-12,23:00:00,Cebolinha,3,47.55,20.26,85.56
2024-12-12,23:00:00,Couve,4,40.87,20.26,85.56
2024-12-12,23:30:00,Alface Roxa,1,42.61,22.43,86.61
2024-12-12,23:30:00,Rúcula,2,43.83,22.43,86.61
2024-12-12,23:30:00,Cebolinha,3,46.98,22.43,86.61
2024-12-12,23:30:00,Couve,4,40.39,22.43,86.61
